Observation #: 25722
-------------------------------------------------------------------------------------
 Time(YYYMMDD)   Depth(m) Value(celsius)  Std(%)
       20110330       8.09        3.0954     10.0
       20110330       9.59        3.7813     10.0
       20110330      10.09        3.9613     10.0
       20110330      10.59        4.3283     10.0
       20110330      11.09        4.8565     10.0
       20110331       2.09        0.8765     10.0
       20110331       3.59        1.4680     10.0
       20110331       5.09        2.0288     10.0
       20110331       6.59        2.5955     10.0
       20110331       8.09        3.1035     10.0
       20110331       9.59        3.7959     10.0
       20110331      10.09        3.9806     10.0
       20110331      10.59        4.3401     10.0
       20110331      11.09        4.8570     10.0
       20110401       2.09        0.8796     10.0
       20110401       3.59        1.4727     10.0
       20110401       5.09        2.0349     10.0
       20110401       6.59        2.6035     10.0
       20110401       8.09        3.1117     10.0
       20110401       9.59        3.8098     10.0
       20110401      10.09        3.9937     10.0
       20110401      10.59        4.3489     10.0
       20110401      11.09        4.8627     10.0
       20110402       2.09        0.8827     10.0
       20110402       3.59        1.4770     10.0
       20110402       5.09        2.0395     10.0
       20110402       6.59        2.6109     10.0
       20110402       8.09        3.1193     10.0
       20110402       9.59        3.8198     10.0
       20110402      10.09        3.9995     10.0
       20110402      10.59        4.3497     10.0
       20110402      11.09        4.8707     10.0
       20110403       2.09        0.8875     10.0
       20110403       3.59        1.4817     10.0
       20110403       5.09        2.0448     10.0
       20110403       6.59        2.6198     10.0
       20110403       8.09        3.1275     10.0
       20110403       9.59        3.8229     10.0
       20110403      10.09        4.0032     10.0
       20110403      10.59        4.3422     10.0
       20110403      11.09        4.8682     10.0
       20110404       2.09        0.8922     10.0
       20110404       3.59        1.4885     10.0
       20110404       5.09        2.0496     10.0
       20110404       6.59        2.6264     10.0
       20110404       8.09        3.1334     10.0
       20110404       9.59        3.8316     10.0
       20110404      10.09        4.0062     10.0
       20110404      10.59        4.3566     10.0
       20110404      11.09        4.8719     10.0
       20110405       2.09        0.9464     10.0
       20110405       3.59        1.4924     10.0
       20110405       5.09        2.0523     10.0
       20110405       6.59        2.6345     10.0
       20110405       8.09        3.1458     10.0
       20110405       9.59        3.8338     10.0
       20110405      10.09        4.0145     10.0
       20110405      10.59        4.3707     10.0
       20110405      11.09        4.8804     10.0
       20110406       2.09        1.0162     10.0
       20110406       3.59        1.4849     10.0
       20110406       5.09        2.0487     10.0
       20110406       6.59        2.6418     10.0
       20110406       8.09        3.1506     10.0
       20110406       9.59        3.8326     10.0
       20110406      10.09        4.0053     10.0
       20110406      10.59        4.3973     10.0
       20110406      11.09        4.8840     10.0
       20110407       2.09        1.0581     10.0
       20110407       3.59        1.5209     10.0
       20110407       5.09        2.0535     10.0
       20110407       6.59        2.6436     10.0
       20110407       8.09        3.1587     10.0
       20110407       9.59        3.8359     10.0
       20110407      10.09        4.0105     10.0
       20110407      10.59        4.4024     10.0
       20110407      11.09        4.8963     10.0
       20110408       2.09        1.0979     10.0
       20110408       3.59        1.5372     10.0
       20110408       5.09        2.0526     10.0
       20110408       6.59        2.6470     10.0
       20110408       8.09        3.1662     10.0
       20110408       9.59        3.8347     10.0
       20110408      10.09        4.0179     10.0
       20110408      10.59        4.4024     10.0
       20110408      11.09        4.9045     10.0
       20110409       2.09        1.1335     10.0
       20110409       3.59        1.5366     10.0
       20110409       5.09        2.0504     10.0
       20110409       6.59        2.6509     10.0
       20110409       8.09        3.1706     10.0
       20110409       9.59        3.8427     10.0
       20110409      10.09        4.0278     10.0
       20110409      10.59        4.4087     10.0
       20110409      11.09        4.9062     10.0
       20110410       2.09        1.1636     10.0
       20110410       3.59        1.5494     10.0
       20110410       5.09        2.0601     10.0
       20110410       6.59        2.6797     10.0
       20110410       8.09        3.1766     10.0
       20110410       9.59        3.8507     10.0
       20110410      10.09        4.0398     10.0
       20110410      10.59        4.4161     10.0
       20110410      11.09        4.9103     10.0
       20110411       2.09        1.2709     10.0
       20110411       3.59        1.5706     10.0
       20110411       5.09        2.0667     10.0
       20110411       6.59        2.6988     10.0
       20110411       8.09        3.1828     10.0
       20110411       9.59        3.8631     10.0
       20110411      10.09        4.0511     10.0
       20110411      10.59        4.4211     10.0
       20110411      11.09        4.9139     10.0
       20110412       2.09        1.4170     10.0
       20110412       3.59        1.6044     10.0
       20110412       5.09        2.0790     10.0
       20110412       6.59        2.7047     10.0
       20110412       8.09        3.1880     10.0
       20110412       9.59        3.8769     10.0
       20110412      10.09        4.0623     10.0
       20110412      10.59        4.4295     10.0
       20110412      11.09        4.9203     10.0
       20110413       2.09        1.5261     10.0
       20110413       3.59        1.6189     10.0
       20110413       5.09        2.0882     10.0
       20110413       6.59        2.7134     10.0
       20110413       8.09        3.1963     10.0
       20110413       9.59        3.8924     10.0
       20110413      10.09        4.0754     10.0
       20110413      10.59        4.4247     10.0
       20110413      11.09        4.9245     10.0
       20110414       2.09        1.6173     10.0
       20110414       3.59        1.6330     10.0
       20110414       5.09        2.0935     10.0
       20110414       6.59        2.7220     10.0
       20110414       8.09        3.2063     10.0
       20110414       9.59        3.9051     10.0
       20110414      10.09        4.0855     10.0
       20110414      10.59        4.4165     10.0
       20110414      11.09        4.9211     10.0
       20110415       2.09        1.6899     10.0
       20110415       3.59        1.6944     10.0
       20110415       5.09        2.0924     10.0
       20110415       6.59        2.7126     10.0
       20110415       8.09        3.2099     10.0
       20110415       9.59        3.9026     10.0
       20110415      10.09        4.0740     10.0
       20110415      10.59        4.4032     10.0
       20110415      11.09        4.8979     10.0
       20110416       2.09        1.7725     10.0
       20110416       3.59        1.7795     10.0
       20110416       5.09        2.0911     10.0
       20110416       6.59        2.7187     10.0
       20110416       8.09        3.2186     10.0
       20110416       9.59        3.9252     10.0
       20110416      10.09        4.1453     10.0
       20110416      10.59        4.4187     10.0
       20110416      11.09        4.8886     10.0
       20110417       2.09        1.9243     10.0
       20110417       3.59        1.9160     10.0
       20110417       5.09        2.1291     10.0
       20110417       6.59        2.7426     10.0
       20110417       8.09        3.2336     10.0
       20110417       9.59        3.9293     10.0
       20110417      10.09        4.1308     10.0
       20110417      10.59        4.4240     10.0
       20110417      11.09        4.9068     10.0
       20110418       2.09        2.0149     10.0
       20110418       3.59        2.0162     10.0
       20110418       5.09        2.1290     10.0
       20110418       6.59        2.7538     10.0
       20110418       8.09        3.2523     10.0
       20110418       9.59        3.9319     10.0
       20110418      10.09        4.1149     10.0
       20110418      10.59        4.4097     10.0
       20110418      11.09        4.9084     10.0
       20110419       2.09        2.0772     10.0
       20110419       3.59        2.0783     10.0
       20110419       5.09        2.1332     10.0
       20110419       6.59        2.7693     10.0
       20110419       8.09        3.2648     10.0
       20110419       9.59        3.9359     10.0
       20110419      10.09        4.1178     10.0
       20110419      10.59        4.4118     10.0
       20110419      11.09        4.9063     10.0
       20110420       2.09        2.1904     10.0
       20110420       3.59        2.1898     10.0
       20110420       5.09        2.2156     10.0
       20110420       6.59        2.7904     10.0
       20110420       8.09        3.2789     10.0
       20110420       9.59        3.9517     10.0
       20110420      10.09        4.1238     10.0
       20110420      10.59        4.4189     10.0
       20110420      11.09        4.9090     10.0
       20110421       2.09        2.3033     10.0
       20110421       3.59        2.3003     10.0
       20110421       5.09        2.3180     10.0
       20110421       6.59        2.8036     10.0
       20110421       8.09        3.2894     10.0
       20110421       9.59        3.9574     10.0
       20110421      10.09        4.1274     10.0
       20110421      10.59        4.4142     10.0
       20110421      11.09        4.9072     10.0
       20110422       2.09        2.4210     10.0
       20110422       3.59        2.4137     10.0
       20110422       5.09        2.4189     10.0
       20110422       6.59        2.8136     10.0
       20110422       8.09        3.2988     10.0
       20110422       9.59        3.9553     10.0
       20110422      10.09        4.1288     10.0
       20110422      10.59        4.4074     10.0
       20110422      11.09        4.9030     10.0
       20110423       2.09        2.5914     10.0
       20110423       3.59        2.5883     10.0
       20110423       5.09        2.5956     10.0
       20110423       6.59        2.8115     10.0
       20110423       8.09        3.2973     10.0
       20110423       9.59        3.9714     10.0
       20110423      10.09        4.1355     10.0
       20110423      10.59        4.4023     10.0
       20110423      11.09        4.9006     10.0
       20110424       2.09        2.7875     10.0
       20110424       3.59        2.7828     10.0
       20110424       5.09        2.7897     10.0
       20110424       6.59        2.8119     10.0
       20110424       8.09        3.2926     10.0
       20110424       9.59        3.9762     10.0
       20110424      10.09        4.1296     10.0
       20110424      10.59        4.3799     10.0
       20110424      11.09        4.8982     10.0
       20110425       2.09        2.9409     10.0
       20110425       3.59        2.9418     10.0
       20110425       5.09        2.9537     10.0
       20110425       6.59        2.9749     10.0
       20110425       8.09        3.3021     10.0
       20110425       9.59        3.9772     10.0
       20110425      10.09        4.1232     10.0
       20110425      10.59        4.3970     10.0
       20110425      11.09        4.8972     10.0
       20110426       2.09        3.1200     10.0
       20110426       3.59        3.1123     10.0
       20110426       5.09        3.1161     10.0
       20110426       6.59        3.1225     10.0
       20110426       8.09        3.3677     10.0
       20110426       9.59        3.9910     10.0
       20110426      10.09        4.1186     10.0
       20110426      10.59        4.3910     10.0
       20110426      11.09        4.9007     10.0
       20110427       2.09        3.2980     10.0
       20110427       3.59        3.2870     10.0
       20110427       5.09        3.2861     10.0
       20110427       6.59        3.2869     10.0
       20110427       8.09        3.3302     10.0
       20110427       9.59        3.9842     10.0
       20110427      10.09        4.1075     10.0
       20110427      10.59        4.4075     10.0
       20110427      11.09        4.8952     10.0
       20110428       2.09        3.5958     10.0
       20110428       3.59        3.5940     10.0
       20110428       5.09        3.6289     10.0
       20110428       6.59        3.6506     10.0
       20110428       8.09        3.4293     10.0
       20110428       9.59        3.9446     10.0
       20110428      10.09        4.0762     10.0
       20110428      10.59        4.4428     10.0
       20110428      11.09        4.9045     10.0
       20110429       2.09        3.8196     10.0
       20110429       3.59        3.8096     10.0
       20110429       5.09        3.8088     10.0
       20110429       6.59        3.8083     10.0
       20110429       8.09        3.7932     10.0
       20110429       9.59        3.9078     10.0
       20110429      10.09        4.0925     10.0
       20110429      10.59        4.4277     10.0
       20110429      11.09        4.9084     10.0
       20110430       2.09        3.8899     10.0
       20110430       3.59        3.8777     10.0
       20110430       5.09        3.8695     10.0
       20110430       6.59        3.8651     10.0
       20110430       8.09        3.8191     10.0
       20110430       9.59        3.9242     10.0
       20110430      10.09        4.1250     10.0
       20110430      10.59        4.4802     10.0
       20110430      11.09        4.9079     10.0
       20110501       2.09        4.0047     10.0
       20110501       3.59        3.9430     10.0
       20110501       5.09        3.9251     10.0
       20110501       6.59        3.9142     10.0
       20110501       8.09        3.8264     10.0
       20110501       9.59        3.9444     10.0
       20110501      10.09        4.1764     10.0
       20110501      10.59        4.4969     10.0
       20110501      11.09        4.8978     10.0
       20110502       2.09        3.6341     10.0
       20110502       3.59        3.6692     10.0
       20110502       5.09        3.7084     10.0
       20110502       6.59        3.7679     10.0
       20110502       8.09        3.8437     10.0
       20110502       9.59        3.9837     10.0
       20110502      10.09        3.9817     10.0
       20110502      10.59        4.4097     10.0
       20110502      11.09        4.8910     10.0
       20110503       2.09        3.4104     10.0
       20110503       3.59        3.4889     10.0
       20110503       5.09        3.5464     10.0
       20110503       6.59        3.6165     10.0
       20110503       8.09        3.7081     10.0
       20110503       9.59        3.8592     10.0
       20110503      10.09        3.7963     10.0
       20110503      10.59        3.9450     10.0
       20110503      11.09        4.7995     10.0
       20110504       2.09        3.1754     10.0
       20110504       3.59        3.3281     10.0
       20110504       5.09        3.4296     10.0
       20110504       6.59        3.4645     10.0
       20110504       8.09        3.5134     10.0
       20110504       9.59        3.6843     10.0
       20110504      10.09        3.7097     10.0
       20110504      10.59        3.9713     10.0
       20110504      11.09        4.6166     10.0
       20110505       2.09        3.1951     10.0
       20110505       3.59        3.2188     10.0
       20110505       5.09        3.2613     10.0
       20110505       6.59        3.3002     10.0
       20110505       8.09        3.3380     10.0
       20110505       9.59        3.4906     10.0
       20110505      10.09        3.4423     10.0
       20110505      10.59        3.5185     10.0
       20110505      11.09        3.9767     10.0
       20110506       2.09        3.4357     10.0
       20110506       3.59        3.4275     10.0
       20110506       5.09        3.4321     10.0
       20110506       6.59        3.4469     10.0
       20110506       8.09        3.4627     10.0
       20110506       9.59        3.5585     10.0
       20110506      10.09        3.4779     10.0
       20110506      10.59        3.5026     10.0
       20110506      11.09        3.7994     10.0
       20110507       2.09        3.5424     10.0
       20110507       3.59        3.5384     10.0
       20110507       5.09        3.5440     10.0
       20110507       6.59        3.5618     10.0
       20110507       8.09        3.5849     10.0
       20110507       9.59        3.6781     10.0
       20110507      10.09        3.5959     10.0
       20110507      10.59        3.6138     10.0
       20110507      11.09        3.7892     10.0
       20110508       2.09        3.8941     10.0
       20110508       3.59        3.9109     10.0
       20110508       5.09        3.9439     10.0
       20110508       6.59        3.9596     10.0
       20110508       8.09        3.9657     10.0
       20110508       9.59        4.0407     10.0
       20110508      10.09        3.9554     10.0
       20110508      10.59        3.9690     10.0
       20110508      11.09        4.0506     10.0
       20110509       2.09        4.3941     10.0
       20110509       3.59        4.3656     10.0
       20110509       5.09        4.3441     10.0
       20110509       6.59        4.3219     10.0
       20110509       8.09        4.3027     10.0
       20110509       9.59        4.3581     10.0
       20110509      10.09        4.2675     10.0
       20110509      10.59        4.2724     10.0
       20110509      11.09        4.2628     10.0
       20110510       2.09        5.2726     10.0
       20110510       3.59        5.1947     10.0
       20110510       5.09        5.1289     10.0
       20110510       6.59        5.0830     10.0
       20110510       8.09        5.0539     10.0
       20110510       9.59        5.0653     10.0
       20110510      10.09        4.9584     10.0
       20110510      10.59        4.9415     10.0
       20110510      11.09        4.7789     10.0
       20110511       2.09        5.8666     10.0
       20110511       3.59        5.7363     10.0
       20110511       5.09        5.6685     10.0
       20110511       6.59        5.6114     10.0
       20110511       8.09        5.5351     10.0
       20110511       9.59        5.4797     10.0
       20110511      10.09        5.3430     10.0
       20110511      10.59        5.2972     10.0
       20110511      11.09        5.1070     10.0
       20110512       2.09        6.3644     10.0
       20110512       3.59        6.2687     10.0
       20110512       5.09        6.1963     10.0
       20110512       6.59        6.1464     10.0
       20110512       8.09        6.1050     10.0
       20110512       9.59        6.0559     10.0
       20110512      10.09        5.8694     10.0
       20110512      10.59        5.7190     10.0
       20110512      11.09        5.4364     10.0
       20110513       2.09        6.5339     10.0
       20110513       3.59        6.5116     10.0
       20110513       5.09        6.4927     10.0
       20110513       6.59        6.4608     10.0
       20110513       8.09        6.3963     10.0
       20110513       9.59        6.4036     10.0
       20110513      10.09        6.3065     10.0
       20110513      10.59        6.2957     10.0
       20110513      11.09        5.9793     10.0
       20110514       2.09        6.8680     10.0
       20110514       3.59        6.8468     10.0
       20110514       5.09        6.8120     10.0
       20110514       6.59        6.7545     10.0
       20110514       8.09        6.6884     10.0
       20110514       9.59        6.6952     10.0
       20110514      10.09        6.6024     10.0
       20110514      10.59        6.5907     10.0
       20110514      11.09        6.3191     10.0
       20110515       2.09        7.3418     10.0
       20110515       3.59        7.0913     10.0
       20110515       5.09        6.9953     10.0
       20110515       6.59        6.9044     10.0
       20110515       8.09        6.8259     10.0
       20110515       9.59        6.7896     10.0
       20110515      10.09        6.6865     10.0
       20110515      10.59        6.6712     10.0
       20110515      11.09        6.4447     10.0
       20110516       2.09        7.9328     10.0
       20110516       3.59        7.8347     10.0
       20110516       5.09        7.6766     10.0
       20110516       6.59        7.2744     10.0
       20110516       8.09        7.0142     10.0
       20110516       9.59        6.8247     10.0
       20110516      10.09        6.6913     10.0
       20110516      10.59        6.6580     10.0
       20110516      11.09        6.4299     10.0
       20110517       2.09        8.1823     10.0
       20110517       3.59        8.1287     10.0
       20110517       5.09        8.0636     10.0
       20110517       6.59        7.9084     10.0
       20110517       8.09        7.6838     10.0
       20110517       9.59        7.4654     10.0
       20110517      10.09        7.2967     10.0
       20110517      10.59        7.1923     10.0
       20110517      11.09        6.6917     10.0
       20110518       2.09        8.3297     10.0
       20110518       3.59        8.2976     10.0
       20110518       5.09        8.2722     10.0
       20110518       6.59        8.2561     10.0
       20110518       8.09        8.2234     10.0
       20110518       9.59        8.1666     10.0
       20110518      10.09        8.0354     10.0
       20110518      10.59        7.9899     10.0
       20110518      11.09        7.4968     10.0
       20110519       2.09        8.7196     10.0
       20110519       3.59        8.6844     10.0
       20110519       5.09        8.6324     10.0
       20110519       6.59        8.6012     10.0
       20110519       8.09        8.5740     10.0
       20110519       9.59        8.5868     10.0
       20110519      10.09        8.4970     10.0
       20110519      10.59        8.4724     10.0
       20110519      11.09        7.9006     10.0
       20110520       2.09        9.3510     10.0
       20110520       3.59        9.3048     10.0
       20110520       5.09        9.2392     10.0
       20110520       6.59        9.1421     10.0
       20110520       8.09        9.0569     10.0
       20110520       9.59        9.0218     10.0
       20110520      10.09        8.9194     10.0
       20110520      10.59        8.8967     10.0
       20110520      11.09        8.3556     10.0
       20110521       2.09        9.8016     10.0
       20110521       3.59        9.7565     10.0
       20110521       5.09        9.7108     10.0
       20110521       6.59        9.6295     10.0
       20110521       8.09        9.5366     10.0
       20110521       9.59        9.5009     10.0
       20110521      10.09        9.3925     10.0
       20110521      10.59        9.3065     10.0
       20110521      11.09        8.6032     10.0
       20110522       2.09       10.2240     10.0
       20110522       3.59       10.1696     10.0
       20110522       5.09       10.1007     10.0
       20110522       6.59       10.0327     10.0
       20110522       8.09        9.9560     10.0
       20110522       9.59        9.9429     10.0
       20110522      10.09        9.8510     10.0
       20110522      10.59        9.7976     10.0
       20110522      11.09        9.0977     10.0
       20110523       2.09       10.8481     10.0
       20110523       3.59       10.7482     10.0
       20110523       5.09       10.6571     10.0
       20110523       6.59       10.5043     10.0
       20110523       8.09       10.3203     10.0
       20110523       9.59       10.2695     10.0
       20110523      10.09       10.1814     10.0
       20110523      10.59       10.1229     10.0
       20110523      11.09        9.4874     10.0
       20110524       2.09       11.3104     10.0
       20110524       3.59       11.2660     10.0
       20110524       5.09       11.2190     10.0
       20110524       6.59       11.1514     10.0
       20110524       8.09       11.0429     10.0
       20110524       9.59       10.8865     10.0
       20110524      10.09       10.7300     10.0
       20110524      10.59       10.6413     10.0
       20110524      11.09        9.8689     10.0
       20110525       2.09       11.7687     10.0
       20110525       3.59       11.7044     10.0
       20110525       5.09       11.6299     10.0
       20110525       6.59       11.5529     10.0
       20110525       8.09       11.4408     10.0
       20110525       9.59       11.3966     10.0
       20110525      10.09       11.3132     10.0
       20110525      10.59       11.2768     10.0
       20110525      11.09       10.5291     10.0
       20110526       2.09       11.7649     10.0
       20110526       3.59       11.7398     10.0
       20110526       5.09       11.6775     10.0
       20110526       6.59       11.5994     10.0
       20110526       8.09       11.5173     10.0
       20110526       9.59       11.4715     10.0
       20110526      10.09       11.3793     10.0
       20110526      10.59       11.3307     10.0
       20110526      11.09       10.6033     10.0
       20110527       2.09       11.9718     10.0
       20110527       3.59       11.7187     10.0
       20110527       5.09       11.6158     10.0
       20110527       6.59       11.5270     10.0
       20110527       8.09       11.4215     10.0
       20110527       9.59       11.4273     10.0
       20110527      10.09       11.3646     10.0
       20110527      10.59       11.3650     10.0
       20110527      11.09       10.7307     10.0
       20110528       2.09       12.3196     10.0
       20110528       3.59       12.1693     10.0
       20110528       5.09       11.9673     10.0
       20110528       6.59       11.7283     10.0
       20110528       8.09       11.5879     10.0
       20110528       9.59       11.4505     10.0
       20110528      10.09       11.3294     10.0
       20110528      10.59       11.2754     10.0
       20110528      11.09       10.6952     10.0
       20110529       2.09       11.9869     10.0
       20110529       3.59       11.9269     10.0
       20110529       5.09       11.8674     10.0
       20110529       6.59       11.7777     10.0
       20110529       8.09       11.7023     10.0
       20110529       9.59       11.6293     10.0
       20110529      10.09       11.4922     10.0
       20110529      10.59       11.3807     10.0
       20110529      11.09       10.6436     10.0
       20110530       2.09       12.3725     10.0
       20110530       3.59       12.3445     10.0
       20110530       5.09       12.2978     10.0
       20110530       6.59       12.2690     10.0
       20110530       8.09       12.2361     10.0
       20110530       9.59       12.1586     10.0
       20110530      10.09       11.9965     10.0
       20110530      10.59       11.8426     10.0
       20110530      11.09       11.0946     10.0
       20110531       2.09       12.8626     10.0
       20110531       3.59       12.6470     10.0
       20110531       5.09       12.5613     10.0
       20110531       6.59       12.5073     10.0
       20110531       8.09       12.4595     10.0
       20110531       9.59       12.4381     10.0
       20110531      10.09       12.3420     10.0
       20110531      10.59       12.2749     10.0
       20110531      11.09       11.6790     10.0
       20110601       2.09       13.5427     10.0
       20110601       3.59       13.5004     10.0
       20110601       5.09       13.3175     10.0
       20110601       6.59       12.9972     10.0
       20110601       8.09       12.7247     10.0
       20110601       9.59       12.4174     10.0
       20110601      10.09       12.2883     10.0
       20110601      10.59       12.1922     10.0
       20110601      11.09       11.7300     10.0
       20110602       2.09       14.4474     10.0
       20110602       3.59       14.3518     10.0
       20110602       5.09       14.2449     10.0
       20110602       6.59       14.0520     10.0
       20110602       8.09       13.1376     10.0
       20110602       9.59       12.5084     10.0
       20110602      10.09       12.3406     10.0
       20110602      10.59       12.2133     10.0
       20110602      11.09       11.9977     10.0
       20110603       2.09       15.0512     10.0
       20110603       3.59       15.0015     10.0
       20110603       5.09       14.7910     10.0
       20110603       6.59       14.0787     10.0
       20110603       8.09       13.1740     10.0
       20110603       9.59       12.6175     10.0
       20110603      10.09       12.4165     10.0
       20110603      10.59       12.2603     10.0
       20110603      11.09       12.1204     10.0
       20110604       2.09       15.3793     10.0
       20110604       3.59       14.8576     10.0
       20110604       5.09       14.4451     10.0
       20110604       6.59       14.0322     10.0
       20110604       8.09       13.2032     10.0
       20110604       9.59       12.5201     10.0
       20110604      10.09       12.3230     10.0
       20110604      10.59       12.1613     10.0
       20110604      11.09       12.0087     10.0
       20110605       2.09       15.9579     10.0
       20110605       3.59       15.5718     10.0
       20110605       5.09       14.9424     10.0
       20110605       6.59       14.1050     10.0
       20110605       8.09       13.0309     10.0
       20110605       9.59       12.4848     10.0
       20110605      10.09       12.3331     10.0
       20110605      10.59       12.2225     10.0
       20110605      11.09       11.9260     10.0
       20110606       2.09       16.3082     10.0
       20110606       3.59       15.6953     10.0
       20110606       5.09       14.7304     10.0
       20110606       6.59       13.8490     10.0
       20110606       8.09       12.8314     10.0
       20110606       9.59       12.4458     10.0
       20110606      10.09       12.3084     10.0
       20110606      10.59       12.1674     10.0
       20110606      11.09       11.8030     10.0
       20110607       2.09       17.2170     10.0
       20110607       3.59       15.2423     10.0
       20110607       5.09       14.4379     10.0
       20110607       6.59       13.8375     10.0
       20110607       8.09       12.9124     10.0
       20110607       9.59       12.5095     10.0
       20110607      10.09       12.3026     10.0
       20110607      10.59       12.1517     10.0
       20110607      11.09       11.9513     10.0
       20110608       2.09       18.0149     10.0
       20110608       3.59       14.7956     10.0
       20110608       5.09       14.2840     10.0
       20110608       6.59       13.8280     10.0
       20110608       8.09       12.9064     10.0
       20110608       9.59       12.4012     10.0
       20110608      10.09       12.2306     10.0
       20110608      10.59       12.0739     10.0
       20110608      11.09       11.8337     10.0
       20110609       2.09       17.9980     10.0
       20110609       3.59       15.1418     10.0
       20110609       5.09       14.5025     10.0
       20110609       6.59       13.9253     10.0
       20110609       8.09       13.0986     10.0
       20110609       9.59       12.5501     10.0
       20110609      10.09       12.3518     10.0
       20110609      10.59       12.1834     10.0
       20110609      11.09       12.0020     10.0
       20110610       2.09       18.0117     10.0
       20110610       3.59       15.7321     10.0
       20110610       5.09       14.6762     10.0
       20110610       6.59       13.8572     10.0
       20110610       8.09       13.1376     10.0
       20110610       9.59       12.5691     10.0
       20110610      10.09       12.3766     10.0
       20110610      10.59       12.2132     10.0
       20110610      11.09       12.0281     10.0
       20110611       2.09       17.2286     10.0
       20110611       3.59       16.2641     10.0
       20110611       5.09       15.4709     10.0
       20110611       6.59       14.5811     10.0
       20110611       8.09       13.2011     10.0
       20110611       9.59       12.6036     10.0
       20110611      10.09       12.4123     10.0
       20110611      10.59       12.2497     10.0
       20110611      11.09       12.0562     10.0
       20110612       2.09       17.3882     10.0
       20110612       3.59       16.6522     10.0
       20110612       5.09       16.0496     10.0
       20110612       6.59       15.1562     10.0
       20110612       8.09       13.8310     10.0
       20110612       9.59       12.9210     10.0
       20110612      10.09       12.5899     10.0
       20110612      10.59       12.3193     10.0
       20110612      11.09       12.2230     10.0
       20110613       2.09       16.5505     10.0
       20110613       3.59       16.2577     10.0
       20110613       5.09       15.8875     10.0
       20110613       6.59       15.2954     10.0
       20110613       8.09       13.6916     10.0
       20110613       9.59       13.0465     10.0
       20110613      10.09       12.8515     10.0
       20110613      10.59       12.7010     10.0
       20110613      11.09       12.5452     10.0
       20110614       2.09       16.0248     10.0
       20110614       3.59       15.8466     10.0
       20110614       5.09       15.5452     10.0
       20110614       6.59       15.1273     10.0
       20110614       8.09       14.3427     10.0
       20110614       9.59       13.2768     10.0
       20110614      10.09       13.0212     10.0
       20110614      10.59       12.7869     10.0
       20110614      11.09       12.5374     10.0
       20110615       2.09       16.0288     10.0
       20110615       3.59       15.8915     10.0
       20110615       5.09       15.7531     10.0
       20110615       6.59       15.0274     10.0
       20110615       8.09       14.3027     10.0
       20110615       9.59       13.6219     10.0
       20110615      10.09       13.2649     10.0
       20110615      10.59       13.0015     10.0
       20110615      11.09       12.7543     10.0
       20110616       2.09       16.0868     10.0
       20110616       3.59       16.0179     10.0
       20110616       5.09       15.9105     10.0
       20110616       6.59       15.1202     10.0
       20110616       8.09       14.2486     10.0
       20110616       9.59       13.6858     10.0
       20110616      10.09       13.3582     10.0
       20110616      10.59       13.0578     10.0
       20110616      11.09       12.9422     10.0
       20110617       2.09       16.0868     10.0
       20110617       3.59       16.0178     10.0
       20110617       5.09       15.9374     10.0
       20110617       6.59       15.2953     10.0
       20110617       8.09       14.8486     10.0
       20110617       9.59       14.3933     10.0
       20110617      10.09       14.1212     10.0
       20110617      10.59       13.9664     10.0
       20110617      11.09       13.8714     10.0
       20110621       2.12       16.3504     10.0
       20110621       3.62       16.3298     10.0
       20110621       5.12       16.2823     10.0
       20110621       6.62       16.1856     10.0
       20110621       8.12       16.0630     10.0
       20110621       9.62       15.6335     10.0
       20110621      10.12       15.2200     10.0
       20110621      10.62       14.3700     10.0
       20110621      10.87       13.9573     10.0
       20110621      11.21       12.4468     10.0
       20110622       2.12       16.3335     10.0
       20110622       3.62       16.3142     10.0
       20110622       5.12       16.3003     10.0
       20110622       6.62       16.2903     10.0
       20110622       8.12       16.2675     10.0
       20110622       9.62       16.1550     10.0
       20110622      10.12       15.9188     10.0
       20110622      10.62       15.1317     10.0
       20110622      10.87       14.5381     10.0
       20110622      11.21       13.0272     10.0
       20110623       2.12       16.8026     10.0
       20110623       3.62       16.6613     10.0
       20110623       5.12       16.5779     10.0
       20110623       6.62       16.4793     10.0
       20110623       8.12       16.3865     10.0
       20110623       9.62       16.3428     10.0
       20110623      10.12       16.2216     10.0
       20110623      10.62       15.7010     10.0
       20110623      10.87       14.9534     10.0
       20110623      11.21       13.4709     10.0
       20110624       2.12       17.2917     10.0
       20110624       3.62       17.2438     10.0
       20110624       5.12       17.0931     10.0
       20110624       6.62       16.8334     10.0
       20110624       8.12       16.5250     10.0
       20110624       9.62       16.2791     10.0
       20110624      10.12       16.1476     10.0
       20110624      10.62       15.9485     10.0
       20110624      10.87       15.7500     10.0
       20110624      11.21       14.3342     10.0
       20110625       2.12       17.6524     10.0
       20110625       3.62       17.4397     10.0
       20110625       5.12       17.1949     10.0
       20110625       6.62       17.0337     10.0
       20110625       8.12       16.4371     10.0
       20110625       9.62       16.1266     10.0
       20110625      10.12       16.0168     10.0
       20110625      10.62       15.8171     10.0
       20110625      10.87       15.6153     10.0
       20110625      11.21       14.3582     10.0
       20110626       2.12       18.1128     10.0
       20110626       3.62       17.6182     10.0
       20110626       5.12       16.8773     10.0
       20110626       6.62       16.4729     10.0
       20110626       8.12       16.2635     10.0
       20110626       9.62       16.0913     10.0
       20110626      10.12       15.9642     10.0
       20110626      10.62       15.7436     10.0
