Observation #: 6155
---------------------------------------------------
Time(YYYYMMDD)    Depth(m) Value(celsius)   Std(%)
19970512               17.0         5.8000     10.0
19970512               18.0         5.8000     10.0
19970527                0.0        13.3000     10.0
19970527                1.0        13.3000     10.0
19970527                2.0        13.3000     10.0
19970527                3.0        13.3000     10.0
19970527                4.0        13.3000     10.0
19970527                5.0        13.3000     10.0
19970527                6.0        13.2000     10.0
19970527                7.0        13.2000     10.0
19970527                8.0        13.2000     10.0
19970527                9.0        13.1000     10.0
19970527               10.0        11.8000     10.0
19970527               11.0        10.8000     10.0
19970527               12.0         8.6000     10.0
19970527               13.0         7.9000     10.0
19970527               14.0         7.7000     10.0
19970527               15.0         7.7000     10.0
19970527               16.0         6.3000     10.0
19970527               17.0         5.9000     10.0
19970527               18.0         5.8000     10.0
19970610                0.0        21.2000     10.0
19970610                1.0        19.4000     10.0
19970610                2.0        19.2000     10.0
19970610                3.0        18.6000     10.0
19970610                4.0        18.0000     10.0
19970610                5.0        16.3000     10.0
19970610                6.0        15.2000     10.0
19970610                7.0        14.2000     10.0
19970610                8.0        13.5000     10.0
19970610                9.0        12.9000     10.0
19970610               10.0        12.1000     10.0
19970610               11.0        11.0000     10.0
19970610               12.0         9.6000     10.0
19970610               13.0         7.6000     10.0
19970610               14.0         6.7000     10.0
19970610               15.0         6.4000     10.0
19970610               16.0         6.3000     10.0
19970610               17.0         6.3000     10.0
19970610               18.0         6.2000     10.0
19970624                0.0        26.8000     10.0
19970624                1.0        26.7000     10.0
19970624                2.0        24.5000     10.0
19970624                3.0        22.7000     10.0
19970624                4.0        21.5000     10.0
19970624                5.0        19.1000     10.0
19970624                6.0        16.6000     10.0
19970624                7.0        14.6000     10.0
19970624                8.0        13.8000     10.0
19970624                9.0        13.6000     10.0
19970624               10.0        12.3000     10.0
19970624               11.0        11.8000     10.0
19970624               12.0         9.9000     10.0
19970624               13.0         7.7000     10.0
19970624               14.0         7.3000     10.0
19970624               15.0         7.0000     10.0
19970624               16.0         6.7000     10.0
19970624               17.0         6.6000     10.0
19970624               18.0         6.6000     10.0
19970708                0.0        22.2000     10.0
19970708                1.0        22.2000     10.0
19970708                2.0        22.1000     10.0
19970708                3.0        22.0000     10.0
19970708                4.0        21.8000     10.0
19970708                5.0        20.9000     10.0
19970708                6.0        18.9000     10.0
19970708                7.0        15.5000     10.0
19970708                8.0        14.1000     10.0
19970708                9.0        13.1000     10.0
19970708               10.0        12.1000     10.0
19970708               11.0        10.9000     10.0
19970708               12.0         9.9000     10.0
19970708               13.0         8.6000     10.0
19970708               14.0         7.7000     10.0
19970708               15.0         7.2000     10.0
19970708               16.0         6.8000     10.0
19970708               17.0         6.7000     10.0
19970708               18.0         6.6000     10.0
19970722                0.0        24.0000     10.0
19970722                1.0        24.0000     10.0
19970722                2.0        24.0000     10.0
19970722                3.0        24.0000     10.0
19970722                4.0        24.0000     10.0
19970722                5.0        24.0000     10.0
19970722                5.5        23.1000     10.0
19970722                6.0        19.3000     10.0
19970722                7.0        16.7000     10.0
19970722                8.0        14.9000     10.0
19970722                9.0        13.2000     10.0
19970722               10.0        12.1000     10.0
19970722               11.0        11.0000     10.0
19970722               12.0         9.6000     10.0
19970722               13.0         8.8000     10.0
19970722               14.0         7.9000     10.0
19970722               15.0         7.3000     10.0
19970722               16.0         7.2000     10.0
19970722               17.0         7.0000     10.0
19970805                0.0        24.6000     10.0
19970805                1.0        24.5000     10.0
19970805                2.0        24.5000     10.0
19970805                3.0        24.5000     10.0
19970805                4.0        24.4000     10.0
19970805                5.0        24.4000     10.0
19970805                5.5        22.6000     10.0
19970805                6.0        22.3000     10.0
19970805                7.0        18.3000     10.0
19970805                8.0        15.8000     10.0
19970805                9.0        14.0000     10.0
19970805               10.0        12.4000     10.0
19970805               11.0        12.4000     10.0
19970805               12.0         9.5000     10.0
19970805               13.0         8.0000     10.0
19970805               14.0         7.6000     10.0
19970805               15.0         7.4000     10.0
19970805               16.0         7.3000     10.0
19970805               17.0         7.1000     10.0
19970819                0.0        21.4000     10.0
19970819                1.0        21.4000     10.0
19970819                2.0        21.4000     10.0
19970819                3.0        21.4000     10.0
19970819                4.0        21.4000     10.0
19970819                5.0        21.4000     10.0
19970819                6.0        21.3000     10.0
19970819                7.0        18.7000     10.0
19970819                8.0        15.3000     10.0
19970819                9.0        13.5000     10.0
19970819               10.0        12.4000     10.0
19970819               11.0        11.3000     10.0
19970819               12.0         9.8000     10.0
19970819               13.0         8.8000     10.0
19970819               14.0         8.0000     10.0
19970819               15.0         7.7000     10.0
19970819               16.0         7.4000     10.0
19970819               17.0         7.2000     10.0
19970819               18.0         7.2000     10.0
19970819               19.0         7.1000     10.0
19970911                0.0        20.3000     10.0
19970911                1.0        20.2000     10.0
19970911                2.0        20.2000     10.0
19970911                3.0        20.1000     10.0
19970911                4.0        20.1000     10.0
19970911                5.0        20.1000     10.0
19970911                6.0        20.1000     10.0
19970911                7.0        18.7000     10.0
19970911                8.0        15.0000     10.0
19970911                9.0        13.8000     10.0
19970911               10.0        12.6000     10.0
19970911               11.0        11.3000     10.0
19970911               12.0         9.4000     10.0
19970911               13.0         8.6000     10.0
19970911               14.0         7.9000     10.0
19970911               15.0         7.6000     10.0
19970911               16.0         7.5000     10.0
19970911               17.0         7.4000     10.0
19970911               18.0         7.4000     10.0
19971002                0.0        16.9000     10.0
19971002                1.0        16.9000     10.0
19971002                2.0        16.9000     10.0
19971002                3.0        16.8000     10.0
19971002                4.0        16.8000     10.0
19971002                5.0        16.8000     10.0
19971002                6.0        16.7000     10.0
19971002                7.0        16.7000     10.0
19971002                8.0        16.7000     10.0
19971002                9.0        15.7000     10.0
19971002               10.0        12.4000     10.0
19971002               11.0        10.9000     10.0
19971002               12.0         9.7000     10.0
19971002               13.0         8.9000     10.0
19971002               14.0         8.3000     10.0
19971002               15.0         8.1000     10.0
19971002               16.0         7.9000     10.0
19971002               17.0         7.5000     10.0
19971002               18.0         7.5000     10.0
19971002               19.0         7.5000     10.0
19971028                0.0         9.7000     10.0
19971028                1.0         9.7000     10.0
19971028                2.0         9.7000     10.0
19971028                3.0         9.7000     10.0
19971028                4.0         9.6000     10.0
19971028                5.0         9.6000     10.0
19971028                6.0         9.0000     10.0
19971028                7.0         8.4000     10.0
19971028                8.0         8.4000     10.0
19971028                9.0         8.4000     10.0
19971028               10.0         8.3000     10.0
19971028               11.0         8.4000     10.0
19971028               12.0         8.3000     10.0
19971028               13.0         8.4000     10.0
19971028               14.0         8.3000     10.0
19971028               15.0         8.2000     10.0
19971028               16.0         6.2000     10.0
19971028               17.0         6.2000     10.0
19971120                0.0         5.0000     10.0
19971120                1.0         5.0000     10.0
19971120                2.0         5.0000     10.0
19971120                3.0         5.0000     10.0
19971120                4.0         5.0000     10.0
19971120                5.0         5.0000     10.0
19971120                6.0         4.9000     10.0
19971120                7.0         4.9000     10.0
19971120                8.0         4.9000     10.0
19971120                9.0         4.9000     10.0
19971120               10.0         4.9000     10.0
19971120               11.0         4.9000     10.0
19971120               12.0         4.9000     10.0
19971120               13.0         4.9000     10.0
19971120               14.0         4.9000     10.0
19971120               15.0         4.9000     10.0
19971120               16.0         4.9000     10.0
19971120               17.0         4.9000     10.0
19971120               18.0         4.9000     10.0
19980129                0.0         1.1000     10.0
19980129                1.0         1.7000     10.0
19980129                2.0         1.6000     10.0
19980129                3.0         1.7000     10.0
19980129                4.0         1.6000     10.0
19980129                5.0         1.7000     10.0
19980129                6.0         1.7000     10.0
19980129                7.0         1.8000     10.0
