Observation #: 5278
---------------------------------------------------------
Time(yyyymmdd)       Depth(m)   Value(celsius)   Std (%)
20120905                  15.0           5.7000      10.0
20120905                  16.0           5.6000      10.0
20120905                  17.0           5.5000      10.0
20120905                  18.0           5.4000      10.0
20120905                  19.0           5.3000      10.0
20120905                  20.0           5.3000      10.0
20120905                  21.0           5.2000      10.0
20120905                  22.0           5.2000      10.0
20120905                  23.0           5.2000      10.0
20120905                  24.0           5.1000      10.0
20120905                  25.0           5.1000      10.0
20120905                  26.0           5.1000      10.0
20120905                  27.0           5.1000      10.0
20120905                  28.0           5.1000      10.0
20120905                  29.0           5.1000      10.0
20120905                  30.0           5.1000      10.0
20120905                  31.0           5.1000      10.0
20120905                  32.0           5.1000      10.0
20120905                  33.0           5.1000      10.0
20120905                  34.0           5.1000      10.0
20120905                  35.0           5.0000      10.0
20120924                   0.1          15.6000      10.0
20120924                   1.0          15.6000      10.0
20120924                   2.0          15.6000      10.0
20120924                   3.0          15.6000      10.0
20120924                   4.0          15.6000      10.0
20120924                   5.0          15.6000      10.0
20120924                   6.0          15.6000      10.0
20120924                   7.0          12.4000      10.0
20120924                   8.0           9.4000      10.0
20120924                   9.0           7.9000      10.0
20120924                  10.0           7.0000      10.0
20120924                  11.0           6.6000      10.0
20120924                  12.0           6.3000      10.0
20120924                  13.0           6.0000      10.0
20120924                  14.0           5.8000      10.0
20120924                  15.0           5.7000      10.0
20120924                  16.0           5.5000      10.0
20120924                  17.0           5.5000      10.0
20120924                  18.0           5.4000      10.0
20120924                  19.0           5.3000      10.0
20120924                  20.0           5.3000      10.0
20120924                  21.0           5.3000      10.0
20120924                  22.0           5.2000      10.0
20120924                  23.0           5.2000      10.0
20120924                  24.0           5.2000      10.0
20120924                  25.0           5.1000      10.0
20120924                  26.0           5.1000      10.0
20120924                  27.0           5.1000      10.0
20120924                  28.0           5.1000      10.0
20120924                  29.0           5.1000      10.0
20120924                  30.0           5.1000      10.0
20120924                  31.0           5.1000      10.0
20120924                  32.0           5.1000      10.0
20120924                  33.0           5.1000      10.0
20120924                  34.0           5.1000      10.0
20120924                  35.0           5.0000      10.0
20121012                   0.1          11.6000      10.0
20121012                   1.0          11.7000      10.0
20121012                   2.0          11.7000      10.0
20121012                   3.0          11.7000      10.0
20121012                   4.0          11.7000      10.0
20121012                   5.0          11.7000      10.0
20121012                   6.0          11.7000      10.0
20121012                   7.0          11.7000      10.0
20121012                   8.0          11.5000      10.0
20121012                   9.0           8.8000      10.0
20121012                  10.0           7.2000      10.0
20121012                  11.0           6.6000      10.0
20121012                  12.0           6.4000      10.0
20121012                  13.0           6.1000      10.0
20121012                  14.0           5.9000      10.0
20121012                  15.0           5.7000      10.0
20121012                  16.0           5.6000      10.0
20121012                  17.0           5.5000      10.0
20121012                  18.0           5.4000      10.0
20121012                  19.0           5.3000      10.0
20121012                  20.0           5.3000      10.0
20121012                  21.0           5.3000      10.0
20121012                  22.0           5.2000      10.0
20121012                  23.0           5.2000      10.0
20121012                  24.0           5.2000      10.0
20121012                  25.0           5.1000      10.0
20121012                  26.0           5.1000      10.0
20121012                  27.0           5.1000      10.0
20121012                  28.0           5.1000      10.0
20121012                  29.0           5.1000      10.0
20121012                  30.0           5.1000      10.0
20121012                  31.0           5.1000      10.0
20121012                  32.0           5.1000      10.0
20121012                  33.0           5.1000      10.0
20121012                  34.0           5.1000      10.0
20121012                  35.0           5.1000      10.0
20121025                   0.1          10.8000      10.0
20121025                   1.0          10.5000      10.0
20121025                   2.0          10.6000      10.0
20121025                   3.0          10.5000      10.0
20121025                   4.0          10.4000      10.0
20121025                   5.0          10.4000      10.0
20121025                   6.0          10.3000      10.0
20121025                   7.0          10.3000      10.0
20121025                   8.0          10.2000      10.0
20121025                   9.0           9.7000      10.0
20121025                  10.0           8.4000      10.0
20121025                  11.0           6.8000      10.0
20121025                  12.0           6.5000      10.0
20121025                  13.0           6.1000      10.0
20121025                  14.0           5.9000      10.0
20121025                  15.0           5.7000      10.0
20121025                  16.0           5.5000      10.0
20121025                  17.0           5.4000      10.0
20121025                  18.0           5.4000      10.0
20121025                  19.0           5.3000      10.0
20121025                  20.0           5.3000      10.0
20121025                  21.0           5.2000      10.0
20121025                  22.0           5.2000      10.0
20121025                  23.0           5.2000      10.0
20121025                  24.0           5.2000      10.0
20121025                  25.0           5.1000      10.0
20121025                  26.0           5.1000      10.0
20121025                  27.0           5.1000      10.0
20121025                  28.0           5.1000      10.0
20121025                  29.0           5.1000      10.0
20121025                  30.0           5.1000      10.0
20121025                  31.0           5.1000      10.0
20121025                  32.0           5.1000      10.0
20121025                  33.0           5.1000      10.0
20121025                  34.0           5.1000      10.0
20121025                  35.0           5.1000      10.0
20121119                   0.1           5.8000      10.0
20121119                   1.0           5.8000      10.0
20121119                   2.0           5.9000      10.0
20121119                   3.0           5.8000      10.0
20121119                   4.0           5.8000      10.0
20121119                   5.0           5.8000      10.0
20121119                   6.0           5.8000      10.0
20121119                   7.0           5.8000      10.0
20121119                   8.0           5.8000      10.0
20121119                   9.0           5.8000      10.0
20121119                  10.0           5.8000      10.0
20121119                  11.0           5.8000      10.0
20121119                  12.0           5.8000      10.0
20121119                  13.0           5.8000      10.0
20121119                  14.0           5.8000      10.0
20121119                  15.0           5.8000      10.0
20121119                  16.0           5.8000      10.0
20121119                  17.0           5.8000      10.0
20121119                  18.0           5.7000      10.0
20121119                  19.0           5.7000      10.0
20121119                  20.0           5.6000      10.0
20121119                  21.0           5.4000      10.0
20121119                  22.0           5.3000      10.0
20121119                  23.0           5.2000      10.0
20121119                  24.0           5.2000      10.0
20121119                  25.0           5.2000      10.0
20121119                  26.0           5.2000      10.0
20121119                  27.0           5.2000      10.0
20121119                  28.0           5.1000      10.0
20121119                  29.0           5.1000      10.0
20121119                  30.0           5.1000      10.0
20121119                  31.0           5.1000      10.0
20121119                  32.0           5.1000      10.0
20121119                  33.0           5.1000      10.0
20121119                  34.0           5.1000      10.0
20121119                  35.0           5.1000      10.0
20121206                   0.1           3.7000      10.0
20121206                   1.0           3.7000      10.0
20121206                   2.0           3.7000      10.0
20121206                   3.0           3.7000      10.0
20121206                   4.0           3.7000      10.0
20121206                   5.0           3.7000      10.0
20121206                   6.0           3.7000      10.0
20121206                   7.0           3.7000      10.0
20121206                   8.0           3.7000      10.0
20121206                   9.0           3.8000      10.0
20121206                  10.0           3.8000      10.0
20121206                  11.0           3.8000      10.0
20121206                  12.0           3.8000      10.0
20121206                  13.0           3.8000      10.0
20121206                  14.0           3.8000      10.0
20121206                  15.0           3.8000      10.0
20121206                  16.0           3.8000      10.0
20121206                  17.0           3.8000      10.0
20121206                  18.0           3.8000      10.0
20121206                  19.0           3.8000      10.0
20121206                  20.0           3.8000      10.0
20121206                  21.0           3.8000      10.0
20121206                  22.0           3.8000      10.0
20121206                  23.0           3.8000      10.0
20121206                  24.0           3.8000      10.0
20121206                  25.0           3.8000      10.0
20121206                  26.0           3.8000      10.0
20121206                  27.0           3.8000      10.0
20121206                  28.0           3.8000      10.0
20121206                  29.0           3.8000      10.0
20121206                  30.0           3.8000      10.0
20121206                  31.0           3.8000      10.0
20121206                  32.0           3.8000      10.0
20121206                  33.0           3.8000      10.0
20121206                  34.0           3.9000      10.0
20121206                  35.0           3.8000      10.0
20130507                   0.1          18.2000      10.0
20130507                   1.0          17.2000      10.0
20130507                   2.0          12.2000      10.0
20130507                   3.0           9.3000      10.0
20130507                   4.0           7.2000      10.0
20130507                   5.0           6.3000      10.0
20130507                   6.0           5.5000      10.0
20130507                   7.0           5.0000      10.0
20130507                   8.0           4.8000      10.0
20130507                   9.0           4.6000      10.0
20130507                  10.0           4.4000      10.0
20130507                  11.0           4.2000      10.0
20130507                  12.0           4.1000      10.0
20130507                  13.0           4.1000      10.0
20130507                  14.0           4.0000      10.0
20130507                  15.0           3.9000      10.0
20130507                  16.0           3.9000      10.0
20130507                  17.0           3.8000      10.0
20130507                  18.0           3.8000      10.0
20130507                  19.0           3.8000      10.0
20130507                  20.0           3.8000      10.0
20130507                  21.0           3.7000      10.0
20130507                  22.0           3.6000      10.0
20130507                  23.0           3.6000      10.0
20130507                  24.0           3.6000      10.0
20130507                  25.0           3.7000      10.0
20130507                  26.0           3.7000      10.0
20130507                  27.0           3.7000      10.0
20130507                  28.0           3.6000      10.0
20130507                  29.0           3.6000      10.0
20130507                  30.0           3.6000      10.0
20130507                  31.0           3.6000      10.0
20130507                  32.0           3.6000      10.0
20130507                  33.0           3.6000      10.0
20130507                  34.0           3.6000      10.0
20130507                  35.0           3.6000      10.0
20130507                  36.0           3.7000      10.0
20130531                   0.1          18.0000      10.0
20130531                   1.0          17.9000      10.0
20130531                   2.0          17.8000      10.0
20130531                   3.0          15.2000      10.0
20130531                   4.0          12.6000      10.0
20130531                   5.0          10.7000      10.0
20130531                   6.0           7.9000      10.0
20130531                   7.0           6.3000      10.0
20130531                   8.0           5.4000      10.0
20130531                   9.0           5.0000      10.0
20130531                  10.0           4.7000      10.0
20130531                  11.0           4.5000      10.0
20130531                  12.0           4.3000      10.0
20130531                  13.0           4.2000      10.0
20130531                  14.0           4.1000      10.0
20130531                  15.0           4.0000      10.0
20130531                  16.0           4.0000      10.0
20130531                  17.0           3.9000      10.0
20130531                  18.0           3.8000      10.0
20130531                  19.0           3.8000      10.0
20130531                  20.0           3.8000      10.0
20130531                  21.0           3.7000      10.0
20130531                  22.0           3.7000      10.0
20130531                  23.0           3.7000      10.0
20130531                  24.0           3.7000      10.0
20130531                  25.0           3.7000      10.0
20130531                  26.0           3.7000      10.0
20130531                  27.0           3.7000      10.0
20130531                  28.0           3.7000      10.0
20130531                  29.0           3.7000      10.0
20130531                  30.0           3.7000      10.0
20130531                  31.0           3.7000      10.0
20130531                  32.0           3.7000      10.0
20130531                  33.0           3.7000      10.0
20130531                  34.0           3.7000      10.0
20130531                  35.0           3.7000      10.0
20130607                   0.1          16.4000      10.0
20130607                   1.0          16.5000      10.0
20130607                   2.0          16.4000      10.0
20130607                   3.0          16.4000      10.0
20130607                   4.0          13.8000      10.0
20130607                   5.0          10.5000      10.0
20130607                   6.0           7.8000      10.0
20130607                   7.0           6.3000      10.0
20130607                   8.0           5.7000      10.0
20130607                   9.0           5.0000      10.0
20130607                  10.0           4.8000      10.0
20130607                  11.0           4.5000      10.0
20130607                  12.0           4.4000      10.0
20130607                  13.0           4.2000      10.0
20130607                  14.0           4.1000      10.0
20130607                  15.0           4.0000      10.0
20130607                  16.0           4.0000      10.0
20130607                  17.0           3.9000      10.0
20130607                  18.0           3.9000      10.0
20130607                  19.0           3.8000      10.0
20130607                  20.0           3.8000      10.0
20130607                  21.0           3.8000      10.0
20130607                  22.0           3.8000      10.0
20130607                  23.0           3.8000      10.0
20130607                  24.0           3.8000      10.0
20130607                  25.0           3.7000      10.0
20130607                  26.0           3.7000      10.0
20130607                  27.0           3.7000      10.0
20130607                  28.0           3.7000      10.0
20130607                  29.0           3.7000      10.0
20130607                  30.0           3.7000      10.0
20130607                  31.0           3.7000      10.0
20130607                  32.0           3.7000      10.0
20130607                  33.0           3.7000      10.0
20130607                  34.0           3.7000      10.0
20130607                  35.0           3.7000      10.0
20130624                   0.1          23.1000      10.0
20130624                   1.0          22.9000      10.0
20130624                   2.0          21.4000      10.0
20130624                   3.0          19.3000      10.0
20130624                   4.0          15.6000      10.0
20130624                   5.0          11.4000      10.0
20130624                   6.0           8.6000      10.0
20130624                   7.0           6.9000      10.0
20130624                   8.0           5.8000      10.0
20130624                   9.0           5.3000      10.0
20130624                  10.0           5.2000      10.0
20130624                  11.0           4.8000      10.0
20130624                  12.0           4.6000      10.0
20130624                  13.0           4.5000      10.0
20130624                  14.0           4.4000      10.0
20130624                  15.0           4.2000      10.0
20130624                  16.0           4.1000      10.0
20130624                  17.0           4.0000      10.0
20130624                  18.0           3.9000      10.0
20130624                  19.0           3.9000      10.0
20130624                  20.0           3.9000      10.0
20130624                  21.0           3.8000      10.0
20130624                  22.0           3.8000      10.0
20130624                  23.0           3.8000      10.0
20130624                  24.0           3.8000      10.0
20130624                  25.0           3.8000      10.0
20130624                  26.0           3.7000      10.0
20130624                  27.0           3.7000      10.0
20130624                  28.0           3.7000      10.0
20130624                  29.0           3.7000      10.0
20130624                  30.0           3.7000      10.0
20130624                  31.0           3.7000      10.0
20130624                  32.0           3.8000      10.0
20130624                  33.0           3.8000      10.0
20130624                  34.0           3.8000      10.0
20130624                  35.0           3.8000      10.0
20130702                   0.1          21.2000      10.0
20130702                   1.0          21.2000      10.0
20130702                   2.0          21.2000      10.0
20130702                   3.0          21.2000      10.0
20130702                   4.0          15.6000      10.0
20130702                   5.0          11.5000      10.0
20130702                   6.0           8.3000      10.0
20130702                   7.0           6.7000      10.0
20130702                   8.0           5.6000      10.0
20130702                   9.0           5.2000      10.0
20130702                  10.0           4.8000      10.0
20130702                  11.0           4.6000      10.0
20130702                  12.0           4.4000      10.0
20130702                  13.0           4.3000      10.0
20130702                  14.0           4.2000      10.0
20130702                  15.0           4.1000      10.0
20130702                  16.0           4.0000      10.0
20130702                  17.0           3.9000      10.0
20130702                  18.0           3.9000      10.0
20130702                  19.0           3.9000      10.0
20130702                  20.0           3.8000      10.0
20130702                  21.0           3.8000      10.0
20130702                  22.0           3.8000      10.0
20130702                  23.0           3.8000      10.0
20130702                  24.0           3.8000      10.0
20130702                  25.0           3.7000      10.0
20130702                  26.0           3.7000      10.0
20130702                  27.0           3.7000      10.0
20130702                  28.0           3.8000      10.0
20130702                  29.0           3.8000      10.0
20130702                  30.0           3.8000      10.0
20130702                  31.0           3.8000      10.0
20130702                  32.0           3.8000      10.0
20130702                  33.0           3.8000      10.0
20130702                  34.0           3.8000      10.0
20130702                  35.0           3.8000      10.0
20130723                   0.1          24.3000      10.0
20130723                   1.0          24.3000      10.0
20130723                   2.0          24.3000      10.0
20130723                   3.0          24.2000      10.0
20130723                   4.0          17.6000      10.0
20130723                   5.0          12.6000      10.0
20130723                   6.0           9.3000      10.0
20130723                   7.0           7.2000      10.0
20130723                   8.0           6.0000      10.0
20130723                   9.0           5.5000      10.0
20130723                  10.0           5.0000      10.0
20130723                  11.0           4.8000      10.0
20130723                  12.0           4.6000      10.0
20130723                  13.0           4.4000      10.0
20130723                  14.0           4.3000      10.0
20130723                  15.0           4.2000      10.0
20130723                  16.0           4.1000      10.0
20130723                  17.0           4.0000      10.0
20130723                  18.0           4.0000      10.0
20130723                  19.0           3.9000      10.0
20130723                  20.0           3.9000      10.0
20130723                  21.0           3.9000      10.0
20130723                  22.0           3.9000      10.0
20130723                  23.0           3.8000      10.0
20130723                  24.0           3.8000      10.0
20130723                  25.0           3.8000      10.0
20130723                  26.0           3.8000      10.0
20130723                  27.0           3.8000      10.0
20130723                  28.0           3.8000      10.0
20130723                  29.0           3.8000      10.0
20130723                  30.0           3.8000      10.0
20130723                  31.0           3.8000      10.0
20130723                  32.0           3.8000      10.0
20130723                  33.0           3.8000      10.0
20130723                  34.0           3.8000      10.0
20130723                  35.0           3.8000      10.0
20130809                   0.1          22.3000      10.0
20130809                   1.0          21.4000      10.0
20130809                   2.0          21.2000      10.0
20130809                   3.0          21.0000      10.0
20130809                   4.0          20.4000      10.0
20130809                   5.0          14.6000      10.0
20130809                   6.0          10.2000      10.0
20130809                   7.0           7.4000      10.0
20130809                   8.0           6.1000      10.0
20130809                   9.0           5.5000      10.0
20130809                  10.0           5.1000      10.0
20130809                  11.0           4.8000      10.0
20130809                  12.0           4.6000      10.0
20130809                  13.0           4.4000      10.0
20130809                  14.0           4.3000      10.0
20130809                  15.0           4.2000      10.0
20130809                  16.0           4.1000      10.0
20130809                  17.0           4.0000      10.0
20130809                  18.0           3.9000      10.0
20130809                  19.0           3.9000      10.0
20130809                  20.0           3.9000      10.0
20130809                  21.0           3.8000      10.0
20130809                  22.0           3.8000      10.0
20130809                  23.0           3.8000      10.0
20130809                  24.0           3.8000      10.0
20130809                  25.0           3.8000      10.0
20130809                  26.0           3.8000      10.0
20130809                  27.0           3.8000      10.0
20130809                  28.0           3.8000      10.0
20130809                  29.0           3.8000      10.0
20130809                  30.0           3.8000      10.0
20130809                  31.0           3.8000      10.0
20130809                  32.0           3.8000      10.0
20130809                  33.0           3.8000      10.0
20130809                  34.0           3.8000      10.0
20130809                  35.0           3.8000      10.0
20130822                   0.1          23.2000      10.0
20130822                   1.0          23.1000      10.0
20130822                   2.0          22.6000      10.0
20130822                   3.0          21.7000      10.0
20130822                   4.0          20.4000      10.0
20130822                   5.0          15.5000      10.0
20130822                   6.0          10.2000      10.0
20130822                   7.0           7.7000      10.0
20130822                   8.0           6.3000      10.0
20130822                   9.0           5.6000      10.0
20130822                  10.0           5.2000      10.0
20130822                  11.0           4.9000      10.0
20130822                  12.0           4.6000      10.0
20130822                  13.0           4.4000      10.0
20130822                  14.0           4.3000      10.0
20130822                  15.0           4.2000      10.0
20130822                  16.0           4.1000      10.0
20130822                  17.0           4.0000      10.0
20130822                  18.0           4.0000      10.0
20130822                  19.0           3.9000      10.0
20130822                  20.0           3.9000      10.0
20130822                  21.0           3.9000      10.0
20130822                  22.0           3.9000      10.0
20130822                  23.0           3.8000      10.0
20130822                  24.0           3.8000      10.0
20130822                  25.0           3.8000      10.0
20130822                  26.0           3.8000      10.0
20130822                  27.0           3.8000      10.0
20130822                  28.0           3.8000      10.0
20130822                  29.0           3.8000      10.0
20130822                  30.0           3.8000      10.0
20130822                  31.0           3.8000      10.0
20130822                  32.0           3.8000      10.0
20130822                  33.0           3.8000      10.0
20130822                  34.0           3.8000      10.0
20130822                  35.0           3.8000      10.0
20130904                   0.1          20.5000      10.0
20130904                   1.0          20.3000      10.0
20130904                   2.0          20.3000      10.0
20130904                   3.0          20.3000      10.0
20130904                   4.0          20.3000      10.0
20130904                   5.0          15.9000      10.0
20130904                   6.0          11.3000      10.0
20130904                   7.0           8.0000      10.0
20130904                   8.0           6.4000      10.0
20130904                   9.0           5.4000      10.0
20130904                  10.0           4.8000      10.0
20130904                  11.0           4.5000      10.0
20130904                  12.0           4.3000      10.0
20130904                  13.0           4.1000      10.0
20130904                  14.0           3.9000      10.0
20130904                  15.0           3.8000      10.0
20130904                  16.0           3.6000      10.0
20130904                  17.0           3.6000      10.0
20130904                  18.0           3.5000      10.0
20130904                  19.0           3.5000      10.0
20130904                  20.0           3.5000      10.0
20130904                  21.0           3.5000      10.0
20130904                  22.0           3.5000      10.0
20130904                  23.0           3.5000      10.0
20130904                  24.0           3.5000      10.0
20130904                  25.0           3.5000      10.0
20130904                  26.0           3.5000      10.0
20130904                  27.0           3.5000      10.0
20130904                  28.0           3.5000      10.0
20130904                  29.0           3.5000      10.0
20130904                  30.0           3.5000      10.0
20130904                  31.0           3.6000      10.0
20130904                  32.0           3.6000      10.0
20130904                  33.0           3.6000      10.0
20130904                  34.0           3.6000      10.0
20130904                  35.0           3.6000      10.0
20130926                   0.1          15.7000      10.0
20130926                   1.0          15.5000      10.0
20130926                   2.0          15.4000      10.0
20130926                   3.0          15.4000      10.0
20130926                   4.0          15.3000      10.0
20130926                   5.0          15.3000      10.0
20130926                   6.0          13.8000      10.0
20130926                   7.0           9.8000      10.0
20130926                   8.0           7.8000      10.0
20130926                   9.0           6.2000      10.0
20130926                  10.0           5.5000      10.0
20130926                  11.0           5.1000      10.0
20130926                  12.0           4.9000      10.0
20130926                  13.0           4.6000      10.0
20130926                  14.0           4.4000      10.0
20130926                  15.0           4.3000      10.0
20130926                  16.0           4.2000      10.0
20130926                  17.0           4.1000      10.0
20130926                  18.0           4.1000      10.0
20130926                  19.0           4.0000      10.0
20130926                  20.0           4.0000      10.0
20130926                  21.0           3.9000      10.0
20130926                  22.0           3.9000      10.0
20130926                  23.0           3.9000      10.0
20130926                  24.0           3.9000      10.0
20130926                  25.0           3.9000      10.0
20130926                  26.0           3.9000      10.0
20130926                  27.0           3.9000      10.0
20130926                  28.0           3.9000      10.0
20130926                  29.0           3.9000      10.0
20130926                  30.0           3.9000      10.0
20130926                  31.0           3.9000      10.0
20130926                  32.0           3.9000      10.0
20130926                  33.0           3.9000      10.0
20130926                  34.0           3.9000      10.0
20130926                  35.0           3.9000      10.0
20131008                   0.1          15.4000      10.0
20131008                   1.0          15.1000      10.0
20131008                   2.0          15.0000      10.0
20131008                   3.0          14.9000      10.0
20131008                   4.0          14.9000      10.0
20131008                   5.0          14.8000      10.0
20131008                   6.0          14.7000      10.0
20131008                   7.0           9.8000      10.0
20131008                   8.0           7.4000      10.0
20131008                   9.0           6.4000      10.0
20131008                  10.0           5.7000      10.0
20131008                  11.0           5.1000      10.0
20131008                  12.0           4.9000      10.0
20131008                  13.0           4.7000      10.0
20131008                  14.0           4.5000      10.0
20131008                  15.0           4.4000      10.0
20131008                  16.0           4.2000      10.0
20131008                  17.0           4.2000      10.0
20131008                  18.0           4.1000      10.0
20131008                  19.0           4.0000      10.0
20131008                  20.0           4.0000      10.0
20131008                  21.0           4.0000      10.0
20131008                  22.0           4.0000      10.0
20131008                  23.0           4.0000      10.0
20131008                  24.0           4.0000      10.0
20131008                  25.0           3.9000      10.0
20131008                  26.0           3.9000      10.0
20131008                  27.0           3.9000      10.0
20131008                  28.0           3.9000      10.0
20131008                  29.0           3.9000      10.0
20131008                  30.0           3.9000      10.0
20131008                  31.0           3.9000      10.0
20131008                  32.0           3.9000      10.0
20131008                  33.0           3.9000      10.0
20131008                  34.0           3.9000      10.0
20131008                  35.0           3.9000      10.0
20131029                   0.1           9.1000      10.0
20131029                   1.0           8.9000      10.0
20131029                   2.0           8.9000      10.0
20131029                   3.0           8.8000      10.0
20131029                   4.0           8.8000      10.0
20131029                   5.0           8.8000      10.0
20131029                   6.0           8.8000      10.0
20131029                   7.0           8.8000      10.0
20131029                   8.0           8.7000      10.0
20131029                   9.0           7.2000      10.0
20131029                  10.0           5.7000      10.0
20131029                  11.0           5.3000      10.0
20131029                  12.0           5.0000      10.0
20131029                  13.0           4.7000      10.0
20131029                  14.0           4.5000      10.0
20131029                  15.0           4.4000      10.0
20131029                  16.0           4.2000      10.0
20131029                  17.0           4.2000      10.0
20131029                  18.0           4.1000      10.0
20131029                  19.0           4.0000      10.0
20131029                  20.0           4.0000      10.0
20131029                  21.0           4.0000      10.0
20131029                  22.0           4.0000      10.0
20131029                  23.0           4.0000      10.0
20131029                  24.0           4.0000      10.0
20131029                  25.0           4.0000      10.0
20131029                  26.0           4.0000      10.0
20131029                  27.0           3.9000      10.0
20131029                  28.0           3.9000      10.0
20131029                  29.0           3.9000      10.0
20131029                  30.0           3.9000      10.0
20131029                  31.0           3.9000      10.0
20131029                  32.0           3.9000      10.0
20131029                  33.0           3.9000      10.0
20131029                  34.0           3.9000      10.0
20131029                  35.0           4.0000      10.0
20131126                   0.1           2.9000      10.0
20131126                   1.0           2.9000      10.0
20131126                   2.0           2.9000      10.0
20131126                   3.0           2.9000      10.0
20131126                   4.0           3.0000      10.0
20131126                   5.0           3.0000      10.0
20131126                   6.0           3.0000      10.0
20131126                   7.0           3.1000      10.0
20131126                   8.0           3.2000      10.0
20131126                   9.0           3.2000      10.0
20131126                  10.0           3.3000      10.0
20131126                  11.0           3.3000      10.0
20131126                  12.0           3.3000      10.0
20131126                  13.0           3.4000      10.0
20131126                  14.0           3.4000      10.0
20131126                  15.0           3.4000      10.0
20131126                  16.0           3.5000      10.0
20131126                  17.0           3.5000      10.0
20131126                  18.0           3.5000      10.0
20131126                  19.0           3.6000      10.0
20131126                  20.0           3.5000      10.0
20131126                  21.0           3.6000      10.0
20131126                  22.0           3.6000      10.0
20131126                  23.0           3.6000      10.0
20131126                  24.0           3.6000      10.0
20131126                  25.0           3.6000      10.0
20131126                  26.0           3.6000      10.0
20131126                  27.0           3.7000      10.0
20131126                  28.0           3.7000      10.0
20131126                  29.0           3.7000      10.0
20131126                  30.0           3.7000      10.0
20131126                  31.0           3.7000      10.0
20131126                  32.0           3.7000      10.0
20131126                  33.0           3.7000      10.0
20131126                  34.0           3.7000      10.0
20131126                  35.0           3.8000      10.0
20140515                   0.1          12.3000      10.0
20140515                   1.0          12.2000      10.0
20140515                   2.0          11.1000      10.0
20140515                   3.0           9.9000      10.0
20140515                   4.0           8.5000      10.0
20140515                   5.0           7.7000      10.0
20140515                   6.0           6.7000      10.0
20140515                   7.0           6.1000      10.0
20140515                   8.0           5.6000      10.0
20140515                   9.0           5.3000      10.0
20140515                  10.0           5.1000      10.0
20140515                  11.0           4.9000      10.0
20140515                  12.0           4.8000      10.0
20140515                  13.0           4.7000      10.0
20140515                  14.0           4.6000      10.0
20140515                  15.0           4.6000      10.0
20140515                  16.0           4.5000      10.0
20140515                  17.0           4.5000      10.0
20140515                  18.0           4.4000      10.0
20140515                  19.0           4.4000      10.0
20140515                  20.0           4.3000      10.0
20140515                  21.0           4.3000      10.0
20140515                  22.0           4.3000      10.0
20140515                  23.0           4.3000      10.0
20140515                  24.0           4.3000      10.0
20140515                  25.0           4.3000      10.0
20140515                  26.0           4.3000      10.0
20140515                  27.0           4.3000      10.0
20140515                  28.0           4.2000      10.0
20140515                  29.0           4.2000      10.0
20140515                  30.0           4.2000      10.0
20140515                  31.0           4.2000      10.0
20140515                  32.0           4.2000      10.0
20140515                  33.0           4.2000      10.0
20140515                  34.0           4.2000      10.0
20140515                  35.0           4.2000      10.0
20140605                   0.1          19.2000      10.0
20140605                   1.0          19.2000      10.0
20140605                   2.0          19.1000      10.0
20140605                   3.0          17.2000      10.0
20140605                   4.0          11.5000      10.0
20140605                   5.0           9.1000      10.0
20140605                   6.0           7.4000      10.0
20140605                   7.0           6.1000      10.0
20140605                   8.0           5.7000      10.0
20140605                   9.0           5.3000      10.0
20140605                  10.0           5.1000      10.0
20140605                  11.0           5.0000      10.0
20140605                  12.0           4.9000      10.0
20140605                  13.0           4.8000      10.0
20140605                  14.0           4.7000      10.0
20140605                  15.0           4.6000      10.0
20140605                  16.0           4.5000      10.0
20140605                  17.0           4.5000      10.0
20140605                  18.0           4.4000      10.0
20140605                  19.0           4.4000      10.0
20140605                  20.0           4.3000      10.0
20140605                  21.0           4.3000      10.0
20140605                  22.0           4.3000      10.0
20140605                  23.0           4.3000      10.0
20140605                  24.0           4.3000      10.0
20140605                  25.0           4.3000      10.0
20140605                  26.0           4.3000      10.0
20140605                  27.0           4.2000      10.0
20140605                  28.0           4.2000      10.0
20140605                  29.0           4.2000      10.0
20140605                  30.0           4.2000      10.0
20140605                  31.0           4.2000      10.0
20140605                  32.0           4.2000      10.0
20140605                  33.0           4.2000      10.0
20140605                  34.0           4.2000      10.0
20140605                  35.0           4.2000      10.0
20140625                   0.1          21.6000      10.0
20140625                   1.0          21.5000      10.0
20140625                   2.0          20.7000      10.0
20140625                   3.0          18.9000      10.0
20140625                   4.0          14.9000      10.0
20140625                   5.0          10.5000      10.0
20140625                   6.0           8.0000      10.0
20140625                   7.0           6.7000      10.0
20140625                   8.0           6.0000      10.0
20140625                   9.0           5.5000      10.0
20140625                  10.0           5.2000      10.0
20140625                  11.0           5.0000      10.0
20140625                  12.0           4.9000      10.0
20140625                  13.0           4.8000      10.0
20140625                  14.0           4.7000      10.0
20140625                  15.0           4.6000      10.0
20140625                  16.0           4.5000      10.0
20140625                  17.0           4.5000      10.0
20140625                  18.0           4.4000      10.0
20140625                  19.0           4.4000      10.0
20140625                  20.0           4.4000      10.0
